V0,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19
-0.4245053704625321,-1.5181164327795902,0.5038917424597672,0.9618278642974776,1.3430584517164064,-1.6354417141490656,-1.0434634389280135,0.3221973762706568,1.5472803285769146,0.9906708596133194,-0.5407945446648605,1.6061297190599235,0.5146862325222367,-0.33548076051633446,0.20210816407938004,-0.8190840438546682,0.7426208199274371,-0.08711572798248263,0.6184507713318422,-2.138748162153379
-0.3518235594131163,-1.8087215369539336,0.25388063710552566,-0.08646351317608966,2.5422531509384987,-0.42977808801505085,0.3426196580819849,-1.9165179085175625,-1.2617293237713578,1.0052179378884447,-0.24532454413120028,1.3002693258173874,1.1587024559044337,-1.192933224180024,0.252349564781959,0.3931845404839518,-0.7575631113051114,0.44789129733416005,0.30533567229620057,-0.48277999021992735
-0.18943816546170267,-0.8045876147533588,0.26046038421606865,0.25015607969340903,3.6548835847897867,-0.4345703647737749,1.182537163528941,-1.725406011048554,0.49525628342909644,1.0723306099130057,-0.12471643761188834,1.469323982218825,0.4058358006056181,-0.4572075845622806,-0.25850450946725584,0.7756482631574111,2.1550486666278337,1.0559290954765463,0.1630741126271343,0.33390950980316014
-0.5781053489541322,-0.4698873791184961,0.5743331211616609,-1.9076761207983834,-0.379912736841059,0.27773530078378206,-1.5482788274309986,-0.45085606623815894,1.9404856023895938,0.8853378627924564,0.38406729184573624,1.6562671364921357,0.6581029789942204,-0.7805896352426533,0.20553071707054976,-1.0152076756916881,0.26933715195100055,0.6527309584017101,0.9438502997642694,-1.360548121071889
-0.6843145674631034,-0.22173187956701587,0.5097775734504427,-0.4932694536038997,0.1420627660072194,0.411189042752731,0.29611109507429006,0.36498444177061407,0.1142647657898947,0.80025185766827,0.10364417407279793,1.1238762182139712,-1.1190669482649411,0.9761062061145267,-0.25868912961900903,-0.8393615184986414,0.14202308712253323,0.8651774711099255,0.4666112868367045,0.6657110235128815
-0.2587025570327858,-0.50244263718917,0.050644780203215896,-1.5708298036436934,-0.41353806941458415,-0.7154617449019978,-1.7971022442913915,-0.7914344250108987,1.1536789372971321,0.9745130730634232,-0.13157104989191698,1.1028849965100107,-0.004313748897536421,-0.47894006835566816,-0.2853090141240241,-0.3328633406947978,-0.8719195454719885,-1.961643646191633,0.20213177666818363,1.2552670272079922
-0.14073774159351057,-0.7873057625579899,0.21063016313517569,0.6323581838745392,-0.9215883694506279,-0.5195391323720654,0.10492227875795901,-0.1438753058610574,-0.4170061959718515,0.9547461487519563,-0.10132098491247685,1.3544199943440816,0.4944695274930502,0.009418868673944448,2.3137869046084707,0.5923082404793519,0.9767808886642749,-1.3090625886019414,0.3061763241911471,-0.1559723455656725
-0.28934566904201114,-0.8289648773809203,0.11259463978205536,0.8851780972345347,0.43349154684597,-0.2490497278737346,1.1694892740103846,1.4296256656077173,0.2126135367248801,0.9103803802226831,0.96457972862971,1.239712852540008,1.3899146816166992,-1.74304171530423,-0.18588985294564186,-0.27182570067046086,2.314088936780027,-0.22410952237113813,0.2853304807358927,-1.1040539534874583
-0.4594001236507141,-1.5284688252846341,0.6282577551965922,-0.23482786590384974,2.381087438024745,-0.7865675096729711,0.11435647095420784,-0.9297085592443262,-0.4648912086671428,0.9630181009422135,-1.0282997877163598,1.3431623530911272,-0.2915087028087088,-0.6824302242729111,0.6248610126610601,-0.24869425518621738,1.314543669052767,1.0964968634056296,0.13939131154215414,0.49737000321783914
-0.2532354145439755,-1.1606096271009496,0.13408787927838597,0.7811557537366387,0.8139530794534419,-0.948118910529634,0.0738894678660435,-0.7117688262863257,0.12700642912599594,0.9303660183681827,-0.9084182539255481,1.6511833136076317,-1.6318248585345472,2.095449289089211,-0.20429533146843015,-0.8788461620258934,-0.6186132030246643,-0.14890556901955343,0.1202649149401924,0.8327019185747917
