1.000000000000000000e+00,5.910947280327675246e-01,4.449921702189241768e-01,4.790555781945853853e-01,4.808390310480529228e-01,7.043836807316997684e-01,3.322196173130829155e-01,3.940932406749770300e-01,6.896700813292104826e-01,6.903590242664111587e-01,8.100249573532358749e-01,4.222146365189221595e-01,6.252609738026926323e-01,7.142324919157033714e-01,2.130807735365561617e-01,4.420097177562545276e-01,2.040986078370383150e-01
1.000000000000000000e+00,6.461055684564884771e-01,6.930817633345855988e-01,7.119174674574580974e-01,4.442861542899069760e-01,7.335786099850780673e-01,3.355944744150095027e-01,5.845090947272966186e-01,3.112938390036603109e-01,7.204608285068065943e-01,7.143423502846149020e-01,6.001063043806472708e-01,7.281433647709859569e-01,4.880401227392435204e-01,1.280404984974350957e-01,7.127411898182250960e-01,1.484771038438388036e-01
1.000000000000000000e+00,6.988240121320602460e-01,4.211839334733887275e-01,5.893433301819538395e-01,4.065954413186360084e-01,4.591897391509043858e-01,4.168369311432406632e-01,4.476921180954260282e-01,3.129062959411239020e-01,7.980991504174789197e-01,8.939884082632696405e-01,4.365097530137298509e-01,6.109606398017369822e-01,7.225406641034229915e-01,2.466921599588846881e-01,2.239541641097656799e-01,1.478541304039185378e-01
1.000000000000000000e+00,5.730323606411618087e-01,4.243415551300969146e-01,6.880433775177855482e-01,4.960786976867251896e-01,6.148368904145177227e-01,3.876460493879138047e-01,6.039702191109538321e-01,3.109211712681439477e-01,5.983063444058199787e-01,6.836197272378008449e-01,6.119288619043187216e-01,7.738048556398735567e-01,5.800804781371361463e-01,9.875271189655301929e-02,6.144222230443286970e-01,2.055164430281094246e-01
1.000000000000000000e+00,7.631681401369662110e-01,3.595268755797436655e-01,4.766047836949195982e-01,3.431282737220199275e-01,7.646692010260379702e-01,3.124665128690483074e-01,4.593115304535660970e-01,5.727861376170076957e-01,4.254631026726343745e-01,6.234733077295733228e-01,4.699378862209947494e-01,7.119105866612376321e-01,3.919428475782799626e-01,1.636224331162925982e-01,4.873293971146219761e-01,2.077970496750398688e-01
1.000000000000000000e+00,6.839275290123723039e-01,4.874555294375238490e-01,5.030556345280814412e-01,3.388537387079976759e-01,7.207608822501381240e-01,2.298165157411860005e-01,3.065015559990298954e-01,4.646227719928405775e-01,5.855668114465458762e-01,7.256074908477307961e-01,4.830943906838653379e-01,7.195352914984818327e-01,5.550448573884638748e-01,1.999201607314851359e-01,5.362705407684780212e-01,2.335115011249228045e-01
1.000000000000000000e+00,7.517704178598434428e-01,3.543190647141531979e-01,5.531153688108410016e-01,4.259970531152599826e-01,6.886286599070663428e-01,2.380720022161530447e-01,2.419848408716060439e-01,6.680870466541769526e-01,4.680789882794542112e-01,7.239678792567637577e-01,6.130300782165750695e-01,7.384092971899424152e-01,6.273085158542431872e-01,2.068471822772686153e-01,4.735287620851327817e-01,2.014218493103965835e-01
1.000000000000000000e+00,6.838921985537309567e-01,5.582962575946162076e-01,7.246134743368206621e-01,3.649418483067885521e-01,8.496365061729153068e-01,7.777837550020656465e-01,4.935618714516936678e-01,3.980262316822799629e-01,8.627500926969977613e-01,5.582566348395876510e-01,4.965232393928677435e-01,8.633392255200895704e-01,6.910523131619500381e-01,2.587950241834369169e-01,4.612341364674287236e-01,1.708528996997529248e-01
1.000000000000000000e+00,5.174594358112377668e-01,2.244438290465494701e-01,8.499360494683136924e-01,3.309765066423948077e-01,8.218628832487585578e-01,3.752584737373618196e-01,3.785935193140190225e-01,9.086994907566960933e-01,6.245723189064642522e-01,7.613176162839516703e-01,4.509058629314630640e-01,7.192024653900407349e-01,5.748578943978315259e-01,1.877465071223900772e-01,6.260520792962728232e-01,1.978394308976638705e-01
1.000000000000000000e+00,4.421781506721236266e-01,6.526323863766854139e-01,5.485003606682892219e-01,4.875245514651673218e-01,7.105445162677586080e-01,2.401586063057135900e-01,5.937915815727995428e-01,1.190893074668848417e-01,4.518980552379360249e-01,5.345205678182197717e-01,4.766311273279082439e-01,7.736467552412802373e-01,5.982891590005412485e-01,3.053305474871805814e-01,4.391407211483162598e-01,1.645710967550149117e-01
