-2.910725684451363482e-01,-1.876183411272584811e+00,-7.879935316879653484e-02,-8.456080005259034582e-01,-4.867567764654614493e-01,-8.558492777496058412e-01,-1.248275191777414417e+00,-5.053735446549568744e-01,-1.179331114751626330e+00,-8.091683846886080778e-01,-8.257184540904319858e-01,7.719599779491267411e-01,-5.748374506043546495e-01,-8.949382331507000909e-01,1.093500789055243283e+00,9.849599436664674412e-01,-5.700815496961273432e-01,-1.399717826771575080e+00,-4.910063410254193461e-01,-1.463726089739265879e+00
-1.237932107127167614e+00,-1.884471076409991452e+00,-5.974384564137072418e-02,-7.840792689004937310e-01,-1.201365667610077015e+00,-8.221777547897134442e-01,-1.505078058129961871e+00,-5.539770052429299207e-01,-1.637195874146770702e+00,-7.092428981624759876e-01,-9.722022405915643484e-01,9.598715579117226282e-01,-1.139553534576819072e+00,-6.080777854462506848e-01,8.639909157036105292e-01,-5.179266565139434286e-01,-1.125798419418278629e+00,-1.627423898151583170e+00,-1.333185556224051327e+00,-1.719003542724071965e+00
-1.283386031371078095e+00,-2.122988403633461640e+00,-2.531400069203690872e-01,-7.512929316643622846e-01,-1.333926718786785814e+00,-7.258836062382065801e-01,-1.564948987866451757e+00,-4.077548790617822050e-01,-1.492524789133846008e+00,-6.586145925061284156e-01,-7.568610060510421178e-01,7.029090604248172669e-01,-1.007873395940197758e+00,-9.182880334815106682e-01,6.308507510900814852e-01,-2.956548130134976637e-01,-1.695974736530456273e+00,-1.712191921606086131e+00,-1.147154516815676040e+00,-1.557259328770942197e+00
-1.048146979025336600e+00,-1.561082715815076849e+00,2.089303657072726361e-01,-8.853755156164612172e-01,-8.639403383578123652e-01,-8.368064006827214962e-01,-1.092582787883007889e+00,-5.174140853529282102e-01,-1.129309667381299009e+00,-1.076361597273818305e+00,-1.120356626348365525e+00,3.182764995398723040e-01,-5.796470991290019192e-01,-5.860058805281993521e-01,8.067434567994598016e-01,-1.095790751942501418e+00,-1.113722678672952160e+00,-1.244904209833627151e+00,-1.029991486341344187e+00,-1.301280729579207707e+00
-1.044903939386955027e+00,-2.128518383210026954e+00,1.017944933620985870e-01,-7.746323496930623831e-01,-9.666949472454110515e-01,-8.259331753097796103e-01,-1.850508559216496263e+00,-3.358739960403782088e-01,-1.818492491049187310e+00,-9.743988658431356198e-01,-1.100811586581903256e+00,1.707444672967452781e-01,-1.483827657283679935e+00,-7.094329447266712885e-01,6.616830449478980913e-01,-8.462906228355137062e-01,-1.341290183332249475e+00,-1.942857009917706712e+00,-9.799453156994716307e-01,-1.841345466430719391e+00
-1.154380649495948541e+00,-2.117144493592423959e+00,-2.743727148727530540e-01,-5.671295014213175723e-01,-1.088701603193309442e+00,-6.493786142029059905e-01,-1.798414647955757895e+00,-6.702701275190804386e-01,-1.966005432917137030e+00,-9.291021947349772381e-01,-1.097484575909835947e+00,8.544107158208279484e-01,-1.256047016955663009e+00,-8.130603513222650625e-01,7.613018612174070610e-01,-1.156306519929825249e+00,-1.614685299480130398e+00,-1.850955599324293654e+00,-1.513282278286936844e+00,-2.325053418565831365e+00
-1.376250001999882233e+00,-2.030789520193251541e+00,1.302658695805401501e-01,-1.454650647169526634e+00,-1.192625090923527420e+00,-1.563295415214443596e+00,-1.813988909634737023e+00,-5.111339006915033290e-01,-1.791265758930751018e+00,-8.145730495704319729e-01,-1.420461841894005595e+00,6.076058881092170072e-01,-1.641559517248256439e+00,-1.583960681067424714e+00,1.845985049495844299e+00,-6.653417019596412629e-01,-1.224140247871910780e+00,-1.989532315541673313e+00,-1.396229195164600645e+00,-2.008649074376041455e+00
-1.513619385948376417e+00,-2.012570177476272537e+00,4.096454924274953724e-01,-1.475923094355613419e+00,-1.273434765920988143e+00,-1.429378996290663784e+00,-1.959128442541901105e+00,-7.620206466722875271e-01,-1.909831435260283872e+00,-1.053834370419015398e+00,-1.787555600802300360e+00,6.824184622183079307e-01,-1.993135242575424071e+00,-1.298313228958293930e+00,3.578492423813719459e-01,-1.060311431137965776e-01,-1.700913828270587791e+00,-2.169888630795391737e+00,-1.735802113890025700e+00,-1.856090975920844155e+00
-1.857094437729135683e-01,-2.144952353677610724e+00,2.816966521508445509e-01,-3.360784872757791031e-01,-4.056053841500989465e-02,-3.433664783242205698e-01,-1.080709401153187699e+00,-5.545678047705355773e-01,-1.096498305420840147e+00,-9.758877899248099563e-01,-1.047771812791971735e+00,3.515946456692782274e-01,-7.971701150114389733e-01,-1.085091079421313387e-01,1.341590806671347336e+00,3.146432324668231306e-01,-3.959610426740940436e-01,-1.672004417832621437e+00,-1.419835258057955407e-01,-1.553074880219994958e+00
-1.028035019416645879e+00,-1.873902516444130306e+00,-4.105597265816225000e-02,-1.793445743955526250e+00,-1.425418652859097968e+00,-1.847099688813797158e+00,-1.250068622796794093e+00,-4.440310279004738847e-01,-1.392875415126318295e+00,-8.798767810830907532e-01,-1.673209218664503783e+00,1.888986831284953649e-01,-1.370971941044489606e+00,-1.725989546901456340e+00,6.269264686926029340e-01,3.852224953824376352e-01,-1.731924326368304179e+00,-1.841143026075700462e+00,-1.535723268846266754e+00,-2.014952379399388871e+00
