1.000000000000000000e+00,5.888106730534582445e-01,7.203904477571210219e-01,6.382099592162566726e-01,5.763792828943936630e-01,4.456956348985404159e-01,6.207034189811103664e-01,2.077766821396801744e-01,5.791193028910289753e-01,4.869814191588174301e-01,4.882999538968114672e-01,4.582879388212331428e-01,6.171006116851701639e-01,4.472707384286389032e-01,4.446489580644807371e-01,5.762410637404361546e-01,4.541019493967953791e-01
1.000000000000000000e+00,4.527272971395104317e-01,5.630069624826097296e-01,5.523921427256980321e-01,4.378567780476363414e-01,5.015830552517056562e-01,4.774941971341567504e-01,1.384851711987390710e-01,3.278441524143212438e-01,4.307525152460203732e-01,4.157185250006682486e-01,3.108311388531644903e-01,5.285945141517489620e-01,3.046038347893291753e-01,2.802311163878369871e-01,2.502450761835449677e-01,3.602643755844212592e-01
1.000000000000000000e+00,4.445069185502144027e-01,4.543225694947543580e-01,4.776179670794302168e-01,3.766800826401575653e-01,3.110472016858027433e-01,4.410824561872649374e-01,2.604418667904499496e-01,5.252673757914351205e-01,5.543973688016670121e-01,3.639869712762808240e-01,5.115897513990688150e-01,4.281751028330426090e-01,5.437375339111298889e-01,5.417872866912641916e-01,2.857872174182121694e-01,3.983074964690533903e-01
1.000000000000000000e+00,5.762043745957463603e-01,6.318467805511056579e-01,6.684018227877032148e-01,4.620968264822592486e-01,4.161472306650791375e-01,5.821774071254678384e-01,3.531285047356576973e-02,6.529678959854934295e-01,5.141651462797228733e-01,4.579838806504026860e-01,1.537705523989644774e-01,6.342783596345272779e-01,1.852487515425842723e-01,1.820490478879027707e-01,2.975918153621514572e-01,3.381296928203708640e-01
1.000000000000000000e+00,2.751556962751332547e-01,5.758204913010434023e-01,2.873662469348591819e-01,2.292299630646607023e-01,3.702293516252005978e-01,2.710942164697857093e-01,1.197920047108158303e-01,3.578056069748685175e-01,7.585312250436457848e-01,1.886741138928783867e-01,3.127578242216690896e-01,2.520530358239750912e-01,3.121976828674661308e-01,2.219046299365582120e-01,3.447296256863648378e-01,3.077743170926399707e-01
1.000000000000000000e+00,1.121954146395685997e-01,5.513984927539204994e-01,2.607450702414024820e-03,3.769842215116736561e-02,3.451443141478194865e-01,8.509913123763036824e-02,1.377186544657091338e-01,1.534180409099323850e-01,4.778897691647206458e-01,7.339428265992567479e-02,3.428962159335715576e-01,1.984369911660064864e-02,3.519350485453919819e-01,2.939895925148124367e-01,1.755252893562095629e-01,3.064864283672721901e-01
1.000000000000000000e+00,7.064948142884149851e-01,5.061964237289968693e-01,6.087532270370541454e-01,5.772579517997605825e-01,3.873310091524641008e-01,7.184795461076650680e-01,2.158115057062553743e-01,2.844136988516209885e-01,7.330376559461415642e-01,4.837976792693972072e-01,4.352007807195575340e-01,5.716047644436631492e-01,4.305539716168590436e-01,4.622904556387942288e-01,4.496411684981554968e-01,4.067146642651708888e-01
1.000000000000000000e+00,5.264446197992644905e-01,5.316931725624536309e-01,5.825273596064552972e-01,4.459936697576274978e-01,4.688191645327529633e-01,5.397599698916548672e-01,3.332980631244025771e-01,4.552608947033714992e-01,4.844756777596204156e-01,3.864274415033048804e-01,5.892163634117573157e-01,5.569447868477904739e-01,6.286853588049108321e-01,5.344067329534754052e-01,4.106196116158689624e-01,5.162212395562542078e-01
1.000000000000000000e+00,1.864368432387253915e-01,4.960998439759712331e-01,2.320359762623771249e-01,2.519215070824982750e-01,4.035976295482757714e-01,2.141700979442200115e-01,3.526449678685014688e-01,3.856282158616798905e-01,3.638590663718653251e-01,2.872829067127002922e-01,5.248976356934418330e-01,2.675026313392409039e-01,5.381143254233035078e-01,5.725406266160547597e-01,5.886005786156738306e-01,4.925748857934200697e-01
1.000000000000000000e+00,3.002729375580690530e-01,7.252514863494380348e-01,2.656557820705647277e-01,2.155298494990059988e-01,4.971906594438048055e-01,2.948795395519930862e-01,2.083227484861578660e-01,4.089391743064847984e-01,5.516558147926885480e-01,2.064067480349611461e-01,4.701840967568076679e-01,2.878253076307062397e-01,5.126189154860345543e-01,4.600166856444611319e-01,4.549190074535675032e-01,5.093301677474488809e-01
