1.000000000000000000e+00,1.567810971886330895e-01,4.877271689580254255e-01,3.824569360418322295e-01,4.123762477313084318e-01,2.625130998667853932e-01,2.696666989748598975e-01,2.771761923271045536e-01,1.430194475678941424e-01,3.261576169999299002e-01,4.066136399347791697e-01,4.039401421283072002e-01,7.978947812491370417e-01,5.946883043431629989e-01,4.307849965902393330e-01,2.501901261623964423e-01,4.335850104206389055e-01,2.513844938471116452e-01
1.000000000000000000e+00,1.550567792352767205e-01,4.908955950671083923e-01,3.927804683610124359e-01,2.888061114509674621e-01,2.216624547902698583e-01,2.570669470194794637e-01,2.053220885914416316e-01,1.708779154236663156e-01,2.969447213060497082e-01,3.092859343798129435e-01,4.462924281385005076e-01,7.481352146352198140e-01,4.042121985249703675e-01,3.299182219985118403e-01,2.062701770149476532e-01,2.853640790384788795e-01,2.037591369325101598e-01
1.000000000000000000e+00,1.054312571251128788e-01,4.587389366358972653e-01,3.982814888297159239e-01,2.658836606357617427e-01,2.121385497972908540e-01,2.949729417363803341e-01,2.280257602254019411e-01,1.849927030994883426e-01,3.398896858887002770e-01,3.319807470908444080e-01,4.004927605537295654e-01,6.975885719916912198e-01,4.323829701440088935e-01,2.264269493933626642e-01,1.899201198693989956e-01,3.181049653361742169e-01,2.339346413819687331e-01
1.000000000000000000e+00,2.223404287113446842e-01,5.355689990606321560e-01,3.757845861258570230e-01,3.471536837199826753e-01,2.872797047841483820e-01,2.665453610213924240e-01,2.850262095966223930e-01,6.852800616631569974e-02,2.673986621749875892e-01,4.057847064782768576e-01,4.495511403010158946e-01,7.357235100613856993e-01,3.309736038258286328e-01,3.321100594001656914e-01,2.800505780249208931e-01,3.387252955308181490e-01,2.816908063172702259e-01
1.000000000000000000e+00,1.042806986858575147e-01,5.177551415882308827e-01,3.943655095796148591e-01,3.293853615216179032e-01,1.667134622073100925e-01,3.136070325078411658e-01,1.768706612856144889e-01,9.695444245197305799e-02,2.712964806412380137e-01,2.499509669581279903e-01,4.313282783966869149e-01,7.042732586139845985e-01,3.625952930389272355e-01,2.908048526528019817e-01,1.454294355088957547e-01,3.475332664362735802e-01,1.809346465044627539e-01
1.000000000000000000e+00,1.066471314195603093e-01,4.552084997715921122e-01,4.291811526761914464e-01,3.082879762393803680e-01,1.750002461898472472e-01,2.269196184739312450e-01,1.537210084463466742e-01,1.095828108483591912e-01,2.719599780702506298e-01,2.892085119832629170e-01,4.160286524017048349e-01,7.258714105878980583e-01,3.233038249979124368e-01,2.411815911369958876e-01,1.631553804315742096e-01,2.536676141990575339e-01,9.069258402103302918e-02
1.000000000000000000e+00,1.246140049026267238e-01,5.224891772281737845e-01,2.802693680506216367e-01,2.903175315658161892e-01,1.725227869417743365e-01,2.681734090659285141e-01,1.811434348369261038e-01,1.415126679852684866e-01,2.075494285612970446e-01,2.227661913532276994e-01,3.022123646841391453e-01,9.610393559749104142e-01,3.855287903475751454e-01,3.120684434799465001e-01,1.364267021297530802e-01,2.742685940005527012e-01,1.497219641922071798e-01
1.000000000000000000e+00,1.284046913293071246e-01,5.689426075605873434e-01,2.767001932889737170e-01,2.763439263169200077e-01,1.494348688450104767e-01,2.031346087416436574e-01,1.625365640707073511e-01,7.480842617758173829e-02,1.343408370508670235e-01,1.621728070915094966e-01,3.443855631387173766e-01,6.383996727957156336e-01,4.564159066337704629e-01,2.255304672450183234e-01,1.016395743805541402e-01,2.145048128749759420e-01,1.781836783161495075e-01
1.000000000000000000e+00,1.008614738677261063e-01,5.476681048701729226e-01,4.679477995564235715e-01,4.895324804999149348e-01,2.891684512535519502e-01,2.569137906924785497e-01,2.901753960269772836e-01,9.653934170929953651e-02,2.818740702595968761e-01,3.682950428364911710e-01,5.200491125496861100e-01,8.516826709705643816e-01,5.097322492430381713e-01,4.623891729082444946e-01,1.976714859677929925e-01,4.950119440374639579e-01,2.347153051397723178e-01
1.000000000000000000e+00,1.572556564085357267e-01,4.940028932903651193e-01,2.234249956922995939e-01,2.500628796435760970e-01,2.622278117191783608e-01,2.855688690276752539e-01,2.436640383636663187e-01,1.233064828722080924e-01,1.571446504567841629e-01,2.694014275206401687e-01,2.812431192003429503e-01,6.967377563447757494e-01,5.186774771465079148e-01,2.199018295483375074e-01,1.650480296502443989e-01,2.497180694206843909e-01,1.485459999698738043e-01
