1.000000000000000000e+00,6.311812398051054318e-01,5.418032439050715077e-01,5.484656879364000481e-01,4.882505555744912074e-01,1.859874227829830806e-01,5.969920929134084897e-01,7.815629809538207073e-01,5.408554997127663633e-01,7.170992111263462254e-01,5.816605528673552961e-01,5.399797260484533457e-01,4.562970392876611325e-01,5.336447568579931744e-01,5.793912459212749999e-01,9.696840950192641140e-01,5.732785669902578096e-01,5.217369611131614793e-01,4.964786558743721212e-01,5.215575278114887858e-01,1.007467926883584552e-01
1.000000000000000000e+00,6.005960420406443179e-01,5.376723212345204672e-01,5.859623003223445314e-01,5.514046046686112978e-01,1.223166106599369862e-01,5.828458147770820830e-01,6.960836990540185676e-01,5.780401142471488507e-01,7.087305608132469237e-01,6.089193721253912672e-01,5.285140618600301377e-01,5.604995277623292527e-01,5.583080437503809001e-01,3.843553872623299839e-01,6.331933526457895756e-01,5.831216329688170275e-01,5.415043038127909103e-01,5.571797286514770242e-01,5.452939052403331655e-01,1.004566892308031562e-01
1.000000000000000000e+00,6.146088015975866847e-01,5.873506250613104163e-01,6.046439249195865173e-01,4.695891535117742710e-01,2.430374615794222981e-01,5.976349985232068951e-01,6.769497442570147072e-01,6.028919958774584531e-01,6.969641063374172330e-01,6.094902258697829645e-01,5.901092656173477780e-01,6.546646903521194938e-01,5.720522892541971549e-01,4.192276705388287006e-01,7.400403152533968631e-01,6.121441696685969713e-01,6.161503118776671117e-01,4.952633747160267164e-01,6.132098538111069308e-01,1.056010666215421862e-01
1.000000000000000000e+00,6.849246049821339222e-01,6.568119942557070212e-01,7.293190006163579042e-01,4.321937176905935041e-01,1.337094144049333633e-01,6.875308214263501361e-01,6.464049090479653259e-01,7.442751762600829935e-01,6.713748350902688511e-01,6.087803812961420924e-01,6.411757531587353176e-01,4.453069105565921060e-01,5.632680388617034017e-01,4.195054273658594957e-01,8.298564560095362808e-01,7.335477952903565191e-01,6.395037998692707504e-01,4.536066524322913129e-01,6.477288320556419121e-01,1.166508841546915476e-01
1.000000000000000000e+00,6.945822878310626836e-01,7.239209560328960791e-01,6.974498680808703943e-01,4.625388053254342879e-01,2.627809319597879112e-01,6.861775972841890336e-01,5.521782263537298174e-01,6.836567965416705528e-01,7.089155895884171610e-01,6.304255885870133636e-01,7.181524218464523379e-01,5.169996696764153077e-01,5.898973626973317286e-01,5.318265788601143074e-01,8.321318085964330979e-01,6.901661814365224190e-01,7.381682122591286532e-01,5.013110139200185333e-01,7.373499718347472642e-01,7.464287123557042380e-02
1.000000000000000000e+00,4.967861420868711075e-01,4.058733528492459164e-01,4.659271956889762811e-01,6.864028412271210300e-01,2.172545914961516722e-01,4.822633556272333255e-01,6.597257309980613105e-01,4.657528797799244669e-01,5.216117159873434606e-01,5.944895158836628335e-01,3.911137412489265608e-01,7.477462465205015896e-01,5.471463511004742708e-01,5.673597253266662310e-01,7.911270280704991720e-01,4.844939879406917060e-01,4.671063595322115791e-01,6.298623848317687068e-01,4.644073192982364207e-01,1.461753998381229158e-01
1.000000000000000000e+00,7.038855025851916691e-01,5.834939944530803668e-01,6.965140541033763011e-01,4.585593648375685394e-01,2.004355764522920968e-01,6.986489933028764421e-01,5.926540199579363177e-01,6.694856219707256972e-01,7.016637178606374148e-01,5.957119602490753563e-01,5.892107508721545761e-01,4.470081487180934676e-01,5.494450682583871259e-01,4.515793088420297363e-01,6.747551924977045479e-01,6.704864414865291389e-01,5.912714458113732530e-01,4.888783509897149382e-01,5.928521522033249891e-01,1.657169757973955548e-01
1.000000000000000000e+00,4.976145955653955566e-01,5.073306714627170422e-01,5.213668180066224345e-01,7.263621502563456511e-01,1.284149750578208460e-01,4.996651578894021339e-01,7.629743706613877352e-01,5.188067979984660738e-01,5.480032239838860120e-01,4.788819678079411224e-01,4.957459429565162501e-01,6.811239188522224541e-01,4.256084027639190359e-01,6.076321957160601972e-01,7.739736704456229299e-01,5.119441819001702143e-01,5.615788609297874823e-01,5.989403012277988436e-01,5.508151660338754807e-01,1.047115239879930076e-01
1.000000000000000000e+00,5.707559541354666477e-01,5.291923126866147076e-01,5.831776281232512460e-01,4.488277026771814726e-01,2.453143352192407589e-01,5.638039344816421217e-01,7.233920865053432570e-01,5.766754326875931369e-01,6.523731667496164288e-01,6.152352281115209820e-01,5.454853607419082318e-01,4.615570691495108901e-01,5.710578227700192633e-01,6.397442476244638021e-01,8.434594437753574203e-01,5.811485224259895777e-01,5.405942618299590663e-01,4.750936283723091735e-01,5.400740936392182112e-01,1.015394987067193416e-01
1.000000000000000000e+00,5.333706361633693271e-01,5.267333141038342825e-01,5.271446425197959806e-01,5.832833945364025441e-01,2.559163988130999656e-01,5.246879462811763206e-01,6.770374920509517613e-01,5.087804035726728458e-01,5.668330948386510748e-01,5.621179983842312655e-01,5.239332642861276312e-01,6.579593366331899507e-01,5.195157019412143251e-01,5.873543608940444694e-01,8.125131085363564987e-01,5.191679649975092792e-01,5.613795128558006775e-01,5.424044398146536938e-01,5.554103594361758933e-01,8.230632669830728609e-02
