1.000000000000000000e+00,6.177012927907535866e-01,7.658962160223333759e-01,2.752627667170613399e-02,3.921986412609267392e-01,6.849740684558156545e-01,7.176317945424192102e-01,8.259025916089648423e-01,3.667905322851383598e-01,5.694095371664751326e-01,7.408811828550421197e-02,7.341268309364354927e-01,8.184514513539149494e-01,2.895584616927293631e-01,1.540752074024483720e-01,7.385353964225386258e-01,2.316717182592955282e-01,9.271148969332239087e-01,5.010922953482697118e-01,4.618184470971555267e-01,8.542343527627752620e-01
1.000000000000000000e+00,7.752027531583260966e-01,5.662813899460827916e-01,3.286657334162871869e-01,6.845354468382052193e-01,5.645338748166381926e-01,5.004390767020892028e-01,8.681619342137791850e-01,5.173221498540777619e-01,6.838542704174082054e-01,3.602194939842588428e-01,2.608077387836294503e-01,6.280328954600740143e-01,4.474968046371008978e-01,2.753139074945551434e-01,7.073373448546123043e-01,9.568467655181674136e-02,7.622597890042486224e-01,2.847761102509702713e-01,2.509978350068846620e-01,4.858067502235882684e-01
1.000000000000000000e+00,6.922855125136355703e-01,7.660843776819169504e-01,4.366959485157331095e-02,3.138641925357935625e-01,7.399184814062633730e-01,6.735950683773852532e-01,8.570098583505360024e-01,3.027359698037333513e-01,5.172586880328795544e-01,9.330479039784075890e-02,5.047233256555023750e-01,6.760434083939032002e-01,7.756183294311916887e-01,1.488266486102680364e-01,7.708064226087454340e-01,3.507109263577462555e-01,8.404108269896426453e-01,3.956176017384025467e-01,6.059240341223912640e-01,8.791986659720757435e-01
1.000000000000000000e+00,5.941675770718971572e-01,6.904225735090393501e-01,3.448570490942320238e-02,1.734693489382842235e-01,6.033855063888960979e-01,6.788887201908653246e-01,8.854237249760599227e-01,4.139042035744389114e-01,6.831092522504453868e-01,1.534799415475658901e-01,8.011362492356790543e-01,7.671060493718795392e-01,3.988445640644738277e-01,1.886441846912710885e-01,8.198984898187174908e-01,1.303463355591102935e-01,7.899489846967050477e-01,4.713838380680120399e-01,3.609372542402362050e-01,7.815218702300171794e-01
1.000000000000000000e+00,5.424818880998283355e-01,7.141283722500043618e-01,2.112383396176127637e-02,2.066791170257768762e-01,5.665197880179427825e-01,7.405414557179770263e-01,7.990345273153863781e-01,4.240734336106724012e-01,5.237729659003887983e-01,1.463453206257143147e-01,8.675014877413492753e-01,8.991802696282180651e-01,3.587238291135506074e-01,2.035040114906526143e-01,6.911106099853360218e-01,1.203412330676362219e-01,8.439935738592053704e-01,4.548787202209977898e-01,3.784902724810046970e-01,8.137123876810167244e-01
1.000000000000000000e+00,7.456330985982300152e-01,6.165009513901252847e-01,1.739013230602435844e-01,3.344272325347869557e-01,7.128291487164984952e-01,5.814581426996336955e-01,8.839900531067909073e-01,3.615546947328694416e-01,5.264174571355724197e-01,1.374633855322356935e-01,3.961190637779299917e-01,7.445868354896011398e-01,4.694676452778175357e-01,1.864346951608512326e-01,8.054211555838712844e-01,2.962017537064028372e-01,9.955104123163180940e-01,5.059922867848125616e-01,3.838276487673996096e-01,8.171742044748904199e-01
1.000000000000000000e+00,6.436093222283940651e-01,8.306203375212242168e-01,1.415783437177910997e-01,3.077983100162247632e-01,7.286411604033089517e-01,5.742657351109609065e-01,8.441051550705401807e-01,4.281558499253631522e-01,6.652329853896208345e-01,2.490891804570859736e-01,6.488571237733067321e-01,7.588875037577110794e-01,5.574693612358458950e-01,1.704776072072834991e-01,7.405356058324288338e-01,3.282548171458622988e-01,8.617627394027587151e-01,4.592121148175125067e-01,3.006038386616436409e-01,7.865876887888717528e-01
1.000000000000000000e+00,6.886113446957378148e-01,6.942231415128600203e-01,3.035692756291524103e-02,2.787317137770174424e-01,6.066719346329656481e-01,8.381789985557361877e-01,8.283329246806133694e-01,5.916653655290637914e-01,6.828843334384507857e-01,1.192123270925509182e-01,5.404013128301697888e-01,8.009102401441156038e-01,7.046067207628884388e-01,2.101490128689105785e-01,6.757891552727015583e-01,1.469448053559367917e-01,8.753459599000517066e-01,5.254092278044806275e-01,5.546995445428941629e-01,8.685617472217013191e-01
1.000000000000000000e+00,6.687200750521616888e-01,7.766006340608765379e-01,4.317069745561209759e-02,3.086920721278939572e-01,5.428551805570099864e-01,8.328801689705827016e-01,8.540030080292452253e-01,6.901825163722682399e-01,5.690936210702955966e-01,2.186097062502971866e-01,6.116643896925105794e-01,8.513290476609143287e-01,7.843889499321300418e-01,1.211997934933461696e-01,6.424897600348167259e-01,9.672429188706969938e-02,6.869245524157090443e-01,5.573972837762128929e-01,5.727358408387004385e-01,8.454068684394527855e-01
1.000000000000000000e+00,6.169758648464667150e-01,7.057182922944498227e-01,2.626289739713093957e-02,2.191764524596684360e-01,7.311788040735296423e-01,6.513953444201424636e-01,8.933336853179025816e-01,3.191070408082863352e-01,6.571967580916586726e-01,3.813649721416540600e-02,7.635931969260524310e-01,7.288636755622138752e-01,4.283639322022552709e-01,1.967195067917929530e-01,7.917320027594427767e-01,3.246986437760421840e-01,9.392900292625906422e-01,5.714149761234977865e-01,3.719336706158251071e-01,8.796396429206279066e-01
